category,mechanism,word1,word2,word3,word4,answer,label,llm_label,llm_score,llm_reason
purple,verb_noun_association,borrower,mortgage,loan,lending,repay,0,reject,2,"Mixed word types (borrower/lending are agent/gerund, not pure nouns) and 'repay' isn't the strongest verb association."
purple,compound_prefix,arm,cast,finger,ground,fore,1,keep,4,"Clean compound prefix pattern: forearm, forecast, forefinger, foreground are all natural compounds."
purple,compound_suffix,fair,hall,hatch,high,way,1,keep,4,"Good compound suffix: fairway, hallway, hatchway, highway are all recognizable compounds."
purple,anagram,prat,rapt,tarp,trap,anagram,1,keep,5,"Perfect anagram set with common, recognizable words that are clean anagrams of each other."
purple,compound_suffix,hatch,road,run,water,way,1,keep,4,"Solid compound suffix: hatchway, roadway, runway, waterway are all natural compounds."
purple,anagram,lascar,rascal,sacral,scalar,anagram,0,reject,2,Contains obscure/technical words like 'lascar' and 'sacral' that most players wouldn't recognize.
purple,compound_suffix,free,hatch,mid,sub,way,1,keep,4,"Good compound suffix: freeway, hatchway, midway, subway are all common compounds."
purple,compound_suffix,along,curb,dock,mountain,side,1,keep,4,"Clean compound suffix: alongside, curbside, dockside, mountainside are all natural compounds."
purple,compound_prefix,field,line,port,way,air,1,keep,4,"Good compound prefix: airfield, airline, airport, airway are all recognizable compounds."
purple,anagram,acinar,arnica,carina,crania,anagram,0,reject,1,"All words are obscure/technical terms that most players wouldn't know (acinar, arnica, carina, crania)."
purple,verb_noun_association,injustice,oppression,slavery,persecution,denounce,0,reject,2,'Denounce' is not the strongest verb association; these nouns more strongly suggest 'fight' or 'oppose'.
purple,compound_suffix,bed,life,peace,summer,time,1,keep,5,"Excellent compound suffix: bedtime, lifetime, peacetime, summertime are all common, natural compounds."
purple,compound_prefix,craft,field,mail,port,air,1,keep,4,"Good compound prefix: aircraft, airfield, airmail, airport are all common compounds."
purple,compound_suffix,fair,hall,high,park,way,1,keep,4,"Solid compound suffix: fairway, hallway, highway, parkway are all recognizable compounds."
purple,anagram,least,slate,steal,tales,anagram,1,keep,5,"Excellent anagram set with common, easily recognizable words."
purple,verb_noun_association,herd,livestock,sheep,cattle,roam,0,reject,2,'Roam' is not the strongest verb association; these nouns more strongly suggest 'graze' or 'tend'.
purple,compound_prefix,borne,craft,mail,strip,air,1,keep,4,"Good compound prefix: airborne, aircraft, airmail, airstrip are all natural compounds."
purple,compound_suffix,lunch,meal,peace,summer,time,1,keep,4,"Solid compound suffix: lunchtime, mealtime, peacetime, summertime are all common compounds."
purple,verb_noun_association,humidity,moisture,dry,wet,tolerate,0,reject,1,"Mixed word types (dry/wet are adjectives, not nouns) and 'tolerate' is not a strong association."
purple,verb_noun_association,verdict,judgment,ruling,decision,appeal,1,keep,4,Good verb-noun association: all four nouns strongly suggest the action 'appeal' in legal contexts.
purple,compound_suffix,door,hatch,park,road,way,1,keep,4,"Clean compound suffix: doorway, hatchway, parkway, roadway are all natural compounds."
purple,anagram,reins,resin,rinse,risen,anagram,1,keep,5,"Perfect anagram set with common, recognizable words that are clean anagrams."
purple,verb_noun_association,technique,concept,method,approach,refine,0,reject,2,'Refine' is not the strongest verb association; these nouns more strongly suggest 'develop' or 'apply'.
purple,verb_noun_association,villain,character,storyline,hero,portray,0,reject,2,"The nouns don't strongly suggest 'portray' - they could suggest 'develop', 'create', 'write' equally well."
purple,verb_noun_association,frost,cold,snow,winter,freeze,1,keep,4,All four nouns clearly suggest the verb 'freeze' - good association.
purple,anagram,astir,sitar,stair,tarsi,anagram,0,reject,2,'tarsi' is too obscure/technical (plural of tarsus) for a fair puzzle.
purple,compound_suffix,gate,rail,road,run,way,1,keep,5,"Perfect compounds: gateway, railway, roadway, runway - all natural and recognizable."
purple,compound_prefix,light,rise,set,shine,sun,1,keep,5,"Excellent compounds: sunlight, sunrise, sunset, sunshine - all natural."
purple,anagram,aril,lari,liar,lira,anagram,0,reject,2,'lari' is too obscure (Georgian currency) for a fair puzzle.
purple,anagram,caret,carte,crate,recta,anagram,0,reject,2,'recta' is too obscure/technical for a fair puzzle.
purple,compound_suffix,round,school,store,tea,house,1,keep,4,"Good compounds: roundhouse, schoolhouse, storehouse, teahouse - all recognizable."
purple,compound_prefix,craft,mail,port,strip,air,1,keep,5,"Perfect compounds: aircraft, airmail, airport, airstrip - all natural."
purple,compound_suffix,door,hall,park,stair,way,1,keep,5,"Excellent compounds: doorway, hallway, parkway, stairway - all natural."
purple,compound_suffix,hall,hatch,run,stair,way,1,keep,4,"Good compounds: hallway, hatchway, runway, stairway - all recognizable."
purple,compound_prefix,arm,cast,finger,sight,fore,1,keep,5,"Perfect compounds: forearm, forecast, forefinger, foresight - all natural."
purple,compound_suffix,draw,horse,line,paper,back,1,keep,4,"Good compounds: drawback, horseback, lineback, paperback - all recognizable."
purple,verb_noun_association,affection,devotion,friendship,love,cherish,1,keep,4,All four nouns clearly suggest the verb 'cherish' - good association.
purple,anagram,lair,lari,lira,rail,anagram,0,reject,2,'lari' is too obscure (Georgian currency) for a fair puzzle.
purple,compound_prefix,pour,right,town,wind,down,1,keep,5,"Perfect compounds: downpour, downright, downtown, downwind - all natural."
purple,compound_suffix,door,path,stair,water,way,1,keep,5,"Excellent compounds: doorway, pathway, stairway, waterway - all natural."
purple,anagram,alert,alter,artel,later,anagram,0,reject,2,'artel' is too obscure (Russian cooperative) for a fair puzzle.
purple,compound_prefix,craft,plane,port,strip,air,1,keep,5,"Perfect compounds: aircraft, airplane, airport, airstrip - all natural."
purple,verb_noun_association,syllable,vowel,consonant,alphabet,pronounce,0,reject,2,"The nouns don't strongly suggest 'pronounce' - they could suggest 'spell', 'read', 'write' equally well."
purple,compound_prefix,cast,finger,head,runner,fore,1,keep,4,"Good compounds: forecast, forefinger, forehead, forerunner - all recognizable."
purple,compound_suffix,pit,rain,snow,water,fall,1,keep,5,"Perfect compounds: pitfall, rainfall, snowfall, waterfall - all natural."
purple,compound_suffix,club,court,school,tea,house,1,keep,5,"Excellent compounds: clubhouse, courthouse, schoolhouse, teahouse - all natural."
purple,anagram,resin,rinse,risen,serin,anagram,0,reject,2,'serin' is too obscure (type of finch) for a fair puzzle.
purple,compound_suffix,bed,meal,peace,summer,time,1,keep,5,"Perfect compounds: bedtime, mealtime, peacetime, summertime - all natural."
purple,compound_prefix,down,light,set,shade,sun,1,keep,5,"Perfect compound prefix group: sundown, sunlight, sunset, sunshade are all natural compounds."
purple,compound_suffix,come,draw,half,set,back,1,keep,4,"Good compound suffix group: comeback, drawback, halfback, setback are all recognizable compounds."
purple,verb_noun_association,thirst,curiosity,appetite,desire,satisfy,1,keep,5,"Excellent verb-noun association: all four nouns (thirst, curiosity, appetite, desire) are strongly associated with 'satisfy'."
purple,anagram,east,eats,sate,seta,anagram,1,keep,4,"Clean anagram set: east, eats, sate, seta are all anagrams of each other and reasonably common words."
purple,verb_noun_association,schooner,vessel,voyage,sailing,shipwreck,0,reject,2,Weak verb-noun association: 'shipwreck' is not a verb strongly suggested by these nautical nouns; 'sail' would be better.
purple,verb_noun_association,garbage,rubbish,trash,waste,dump,1,keep,4,Good verb-noun association: all four waste-related nouns strongly suggest the verb 'dump'.
purple,verb_noun_association,lion,beast,tiger,creature,roar,1,keep,4,Good verb-noun association: these animal/creature nouns naturally suggest 'roar' as a characteristic action.
purple,verb_noun_association,juice,nectar,milk,honey,suck,0,reject,2,Weak verb-noun association: 'suck' is not the most natural verb for these liquids; 'drink' or 'consume' would be better.
purple,compound_suffix,door,fair,half,high,way,1,keep,4,"Good compound suffix group: doorway, fairway, halfway, highway are all natural compounds."
purple,compound_suffix,draw,feed,line,set,back,1,keep,4,"Good compound suffix group: drawback, feedback, lineup, setback are all recognizable compounds."
purple,compound_prefix,finger,head,runner,sight,fore,1,keep,4,"Good compound prefix group: forefinger, forehead, forerunner, foresight are all natural compounds."
purple,compound_suffix,along,country,curb,way,side,1,keep,4,"Good compound suffix group: alongside, countryside, curbside, wayside are all natural compounds."
purple,compound_suffix,half,park,road,water,way,1,keep,4,"Good compound suffix group: halfway, parkway, roadway, waterway are all natural compounds."
purple,anagram,caret,carte,cater,recta,anagram,0,reject,2,Weak anagram set: 'recta' is too obscure/technical; the other three are good but one weak link hurts the group.
purple,anagram,aril,lair,lari,liar,anagram,0,reject,2,Weak anagram set: 'aril' and 'lari' are too obscure for most solvers; only 'lair' and 'liar' are common.
purple,anagram,enlist,listen,silent,tinsel,anagram,1,keep,5,"Excellent anagram set: enlist, listen, silent, tinsel are all common words and perfect anagrams."
purple,compound_suffix,cup,dash,floor,spring,board,1,keep,4,"Good compound suffix group: cupboard, dashboard, floorboard, springboard are all natural compounds."
purple,compound_suffix,drive,half,mid,run,way,1,keep,4,"Good compound suffix group: driveway, halfway, midway, runway are all natural compounds."
purple,compound_suffix,back,battle,fore,play,ground,1,keep,4,"Good compound suffix group: background, battleground, foreground, playground are all natural compounds."
purple,verb_noun_association,expressway,freeway,parkway,highway,connect,0,reject,2,Weak verb-noun association: 'connect' is not strongly suggested by these road types; they don't naturally evoke that specific verb.
purple,compound_suffix,air,free,high,road,way,1,keep,4,"Good compound suffix group: airway, freeway, highway, roadway are all natural compounds."
purple,compound_suffix,day,dinner,mean,night,time,1,keep,4,"Good compound suffix group: daytime, dinnertime, meantime, nighttime are all natural compounds."
purple,compound_prefix,cast,right,turn,wind,down,1,keep,4,"Good compound prefix group: downcast, downright, downturn, downwind are all natural compounds."
purple,verb_noun_association,statute,legislation,law,amendment,enforce,1,keep,4,Good verb-noun association: all four legal terms strongly suggest the verb 'enforce'.
purple,compound_suffix,bed,dinner,mean,spring,time,1,keep,4,"Good compound suffix group: bedtime, dinnertime, meantime, springtime are all natural compounds."
purple,compound_prefix,borne,craft,plane,strip,air,1,keep,5,"Perfect compound_prefix group: airborne, aircraft, airplane, airstrip are all natural, recognizable compounds."
purple,compound_suffix,door,hall,hatch,road,way,1,keep,5,"Excellent compound_suffix group: doorway, hallway, hatchway, roadway are all natural compounds."
purple,compound_prefix,line,mail,port,way,air,1,keep,5,"Strong compound_prefix group: airline, airmail, airport, airway are all common, natural compounds."
purple,anagram,lair,liar,lira,rial,anagram,1,keep,4,"Good anagram set with common words: lair, liar, lira, rial are all recognizable anagrams."
purple,compound_prefix,craft,line,port,strip,air,1,keep,5,"Perfect compound_prefix group: aircraft, airline, airport, airstrip are all natural compounds."
purple,verb_noun_association,thigh,knee,elbow,ankle,bruise,0,reject,2,"Weak verb_noun_association. Body parts don't strongly suggest 'bruise' - they could suggest many other verbs like bend, flex, injure."
purple,compound_suffix,air,gate,hall,sub,way,1,keep,4,"Good compound_suffix group: airway, gateway, hallway, subway are natural compounds."
purple,anagram,carte,crate,react,trace,anagram,1,keep,5,"Excellent anagram set: carte, crate, react, trace are all common words and clean anagrams."
purple,compound_prefix,cast,pour,right,town,down,1,keep,4,"Good compound_prefix group: downcast, downpour, downright, downtown are all natural compounds."
purple,anagram,inert,inter,niter,trine,anagram,1,keep,4,"Good anagram set: inert, inter, niter, trine are recognizable words and valid anagrams."
purple,anagram,caret,crate,recta,trace,anagram,0,reject,2,"Weak anagram set. 'Recta' is obscure/technical (anatomical term), making this unfair for general solvers."
purple,compound_prefix,cast,hill,pour,stream,down,1,keep,5,"Excellent compound_prefix group: downcast, downhill, downpour, downstream are all natural compounds."
purple,verb_noun_association,legislation,repeal,amendment,reform,enact,0,reject,2,"Weak verb_noun_association. These legislative terms don't uniquely suggest 'enact' - they could suggest pass, vote, create, etc."
purple,verb_noun_association,visa,passport,permit,license,require,0,reject,2,"Weak verb_noun_association. Documents like visa, passport don't strongly suggest 'require' - could be obtain, issue, check, etc."
purple,compound_suffix,drive,half,hatch,mid,way,1,keep,4,"Good compound_suffix group: driveway, halfway, hatchway, midway are natural compounds."
purple,compound_suffix,beach,bridge,red,war,head,1,keep,4,"Good compound_suffix group: beachhead, bridgehead, redhead, warhead are all natural compounds."
purple,anagram,escarp,parsec,scrape,secpar,anagram,0,reject,1,"Bad anagram set. 'Secpar' appears to be dictionary junk/artificial, making this unfair."
purple,compound_prefix,pour,right,stream,wind,down,1,keep,5,"Excellent compound_prefix group: downpour, downright, downstream, downwind are all natural compounds."
purple,compound_suffix,broad,dock,hill,sea,side,1,keep,4,"Good compound_suffix group: broadside, dockside, hillside, seaside are natural compounds."
purple,anagram,carte,cater,react,recta,anagram,0,reject,2,"Weak anagram set. 'Recta' is obscure/technical, making this unfair for general puzzle solvers."
purple,compound_suffix,bed,mean,peace,spring,time,1,keep,4,"Good compound_suffix group: bedtime, meantime, peacetime, springtime are natural compounds."
purple,verb_noun_association,pedal,accelerator,brake,steering,throttle,0,reject,2,"Weak verb_noun_association. Car controls don't uniquely suggest 'throttle' - could be press, use, operate, etc."
purple,verb_noun_association,joke,parody,funny,humor,gag,0,reject,2,"Weak verb_noun_association. Comedy terms don't strongly suggest 'gag' specifically - could be tell, make, create, etc."
purple,compound_prefix,cast,right,stream,wind,down,1,keep,5,"Excellent compound_prefix group: downcast, downright, downstream, downwind are all natural compounds."
purple,verb_noun_association,irrigation,reservoir,water,dam,supply,0,reject,2,"Weak verb_noun_association. Water-related nouns don't uniquely suggest 'supply' - could be store, manage, control, etc."
purple,anagram,part,prat,rapt,trap,anagram,1,keep,5,"Clean anagram set with common, recognizable words."
purple,compound_prefix,cast,hill,town,wind,down,1,keep,5,"Perfect compound prefix group: downcast, downhill, downtown, downwind."
purple,anagram,aril,lari,lira,rial,anagram,0,reject,2,"Too many obscure currency/botanical terms (aril, lari, rial)."
purple,compound_prefix,light,rise,set,shade,sun,1,keep,5,"Excellent compound prefix group: sunlight, sunrise, sunset, sunshade."
purple,verb_noun_association,firearm,ammunition,weapon,gun,carry,0,reject,2,Verb 'carry' is not strongly suggested by these weapon-related nouns.
purple,verb_noun_association,drywall,stucco,flooring,tile,plaster,0,reject,2,'Plaster' is not a verb strongly associated with all these construction materials.
purple,anagram,glare,lager,large,regal,anagram,1,keep,5,"Clean anagram set with common, recognizable words."
purple,compound_prefix,burn,light,rise,shine,sun,1,keep,5,"Strong compound prefix group: sunburn, sunlight, sunrise, sunshine."
purple,compound_prefix,cast,finger,ground,head,fore,1,keep,5,"Good compound prefix group: forecast, foreground, forehead, foreground."
purple,compound_suffix,drive,free,gate,rail,way,1,keep,5,"Excellent compound suffix group: driveway, freeway, gateway, railway."
purple,compound_prefix,borne,field,port,way,air,1,keep,5,"Strong compound prefix group: airborne, airfield, airport, airway."
purple,anagram,part,rapt,tarp,trap,anagram,1,keep,5,"Clean anagram set with common, recognizable words."
purple,verb_noun_association,yacht,boat,vessel,ship,sail,1,keep,5,Perfect verb-noun association: all watercraft strongly suggest 'sail'.
purple,compound_suffix,air,gate,hatch,park,way,1,keep,5,"Good compound suffix group: airway, gateway, hatchway, parkway."
purple,anagram,aril,lair,lari,rial,anagram,0,reject,2,"Too many obscure terms (aril, lari, rial) for fair puzzle."
purple,verb_noun_association,orbit,rocket,spacecraft,missile,launch,1,keep,5,Excellent verb-noun association: all space/projectile objects strongly suggest 'launch'.
purple,compound_prefix,cast,head,see,sight,fore,1,keep,5,"Strong compound prefix group: forecast, forehead, foresee, foresight."
purple,anagram,lair,liar,rail,rial,anagram,0,reject,2,Contains obscure currency term 'rial' making it unfair.
purple,anagram,arches,chaser,eschar,search,anagram,0,reject,2,'Eschar' is too obscure/medical for most players.
purple,compound_suffix,free,hall,mid,park,way,1,keep,5,"Good compound suffix group: freeway, hallway, midway, parkway."
purple,compound_prefix,fall,pour,right,wind,down,1,keep,5,"Strong compound prefix group: downfall, downpour, downright, downwind."
purple,verb_noun_association,misconception,myth,notion,stereotype,dispel,1,keep,4,Good verb-noun association: these false beliefs/ideas strongly suggest 'dispel'.
purple,compound_suffix,high,park,road,sub,way,1,keep,5,"Excellent compound suffix group: highway, parkway, roadway, subway."
purple,anagram,aril,lair,lari,lira,anagram,0,reject,2,"Contains obscure terms (aril, lari, lira) making it unfair."
purple,verb_noun_association,reelection,incumbent,nomination,candidate,bid,1,keep,4,"Political terms that all strongly suggest 'bid' as the verb - bid for reelection, bid as incumbent, bid for nomination, candidate bids."
purple,verb_noun_association,assertion,hypothesis,theory,argument,corroborate,0,reject,2,Too academic/technical. 'Corroborate' is not the most natural verb suggested by these nouns - 'support' or 'prove' would be more intuitive.
purple,compound_suffix,bed,day,mean,spring,time,1,keep,5,"Perfect compound suffix group: bedtime, daytime, meantime, springtime - all natural, common compounds."
purple,verb_noun_association,gallery,museum,art,sculpture,exhibit,1,keep,4,"Art-related nouns that strongly suggest 'exhibit' - galleries exhibit, museums exhibit, art is exhibited, sculptures are exhibited."
purple,anagram,danger,gander,garden,ranged,anagram,1,keep,5,"Clean anagram set of common words: danger, gander, garden, ranged all use the same letters."
purple,anagram,east,eats,sate,seat,anagram,1,keep,5,"Perfect anagram set of very common words: east, eats, sate, seat."
purple,verb_noun_association,sorrow,sadness,grief,mourning,weep,1,keep,4,"Emotional states that naturally suggest 'weep' - people weep from sorrow, sadness, grief, mourning."
purple,compound_suffix,door,hall,mid,stair,way,1,keep,5,"Excellent compound suffix: doorway, hallway, midway, stairway - all natural, common compounds."
purple,verb_noun_association,spouse,husband,married,wife,divorce,0,reject,2,Mixed word types (married is adjective) and 'divorce' is not strongly suggested by all four - more likely to think 'marry' or 'wed'.
purple,compound_suffix,club,court,green,round,house,1,keep,4,"Good compound suffix: clubhouse, courthouse, greenhouse, roundhouse - all recognizable compounds."
purple,verb_noun_association,patient,practitioner,nurse,physician,prescribe,1,keep,4,"Medical context where 'prescribe' fits well - patients receive prescriptions, practitioners prescribe, nurses administer prescriptions, physicians prescribe."
purple,verb_noun_association,wrist,elbow,knee,leg,straighten,0,reject,2,"Body parts don't strongly suggest 'straighten' specifically - could be bend, flex, move, etc. Too many possible verbs."
purple,anagram,aril,lira,rail,rial,anagram,0,reject,2,"Obscure words - aril, lira, rial are not commonly known, making this too difficult for most players."
purple,compound_suffix,draw,half,paper,quarter,back,1,keep,4,"Good compound suffix: drawback, halfback, paperback, quarterback - all natural compounds."
purple,anagram,latrine,ratline,retinal,trenail,anagram,0,reject,1,"Very obscure words - latrine, ratline, trenail are not commonly known. Too difficult for general players."
purple,compound_suffix,grill,ground,patch,wood,work,1,keep,4,"Good compound suffix: grillwork, groundwork, patchwork, woodwork - all natural, recognizable compounds."
purple,anagram,allergy,gallery,largely,regally,anagram,1,keep,4,"Clean anagram set of reasonably common words: allergy, gallery, largely, regally."
purple,verb_noun_association,revolt,rebellion,unrest,uprising,pacify,1,keep,4,"Conflict-related nouns that suggest 'pacify' - revolts are pacified, rebellions pacified, unrest pacified, uprisings pacified."
purple,compound_suffix,along,country,sea,way,side,1,keep,4,"Good compound suffix: alongside, countryside, seaside, wayside - all natural compounds."
purple,compound_suffix,gate,hall,hatch,high,way,1,keep,5,"Perfect compound suffix: gateway, hallway, hatchway, highway - all very common, natural compounds."
purple,compound_prefix,craft,field,plane,way,air,1,keep,5,"Excellent compound prefix: aircraft, airfield, airplane, airway - all natural, common compounds."
purple,verb_noun_association,mineral,ore,coal,copper,exploit,0,reject,2,'Exploit' is not the most natural verb for these mining materials - 'mine' or 'extract' would be more intuitive.
purple,compound_prefix,cast,pour,town,wind,down,1,keep,4,"Good compound prefix: downcast, downpour, downtown, downwind - all natural compounds."
purple,anagram,crate,react,recta,trace,anagram,0,reject,2,"'Recta' is not a common English word - appears to be anatomical/medical term, making this too obscure."
purple,verb_noun_association,biopsy,diagnosis,tumor,patient,scan,1,keep,4,"Medical terms that suggest 'scan' - biopsies involve scans, diagnosis uses scans, tumors are scanned, patients get scanned."
purple,compound_suffix,air,door,free,high,way,1,keep,4,"Forms natural compounds: airway, doorway, freeway, highway."
purple,compound_prefix,borne,line,mail,port,air,1,keep,4,"Forms natural compounds: airborne, airline, airmail, airport."
purple,compound_suffix,free,hall,run,stair,way,1,keep,4,"Forms natural compounds: freeway, hallway, runway, stairway."
purple,verb_noun_association,forehead,nose,skin,neck,wrinkle,1,keep,4,Body parts that can wrinkle - clear verb-noun association.
purple,anagram,part,prat,rapt,tarp,anagram,1,keep,5,"Clean anagram set of common words: part, prat, rapt, tarp."
purple,compound_suffix,break,run,show,touch,down,1,keep,4,"Forms natural compounds: breakdown, rundown, showdown, touchdown."
purple,compound_prefix,fall,right,stream,town,down,1,keep,4,"Forms natural compounds: downfall, downright, downstream, downtown."
purple,verb_noun_association,efficiency,productivity,utilization,effectiveness,maximize,1,keep,4,Business/performance metrics that you maximize - clear verb association.
purple,compound_prefix,hill,stream,turn,wind,down,1,keep,4,"Forms natural compounds: downhill, downstream, downturn, downwind."
purple,verb_noun_association,posture,stance,attitude,approach,adopt,1,keep,4,Things you adopt - clear verb-noun association.
purple,compound_prefix,cast,fall,town,wind,down,1,keep,4,"Forms natural compounds: downcast, downfall, downtown, downwind."
purple,compound_suffix,drive,path,run,water,way,1,keep,4,"Forms natural compounds: driveway, pathway, runway, waterway."
purple,anagram,filer,flier,lifer,rifle,anagram,1,keep,4,"Clean anagram set: filer, flier, lifer, rifle."
purple,verb_noun_association,legislation,amendment,provision,bill,act,0,reject,2,Mixed association - 'pass' or 'enact' would be more natural for legislation/amendment/provision/bill.
purple,anagram,gilder,girdle,glider,ridgel,anagram,0,reject,2,'Ridgel' is too obscure - not a commonly known word.
purple,compound_suffix,along,bed,hill,road,side,1,keep,4,"Forms natural compounds: alongside, bedside, hillside, roadside."
purple,verb_noun_association,burglary,robbery,arson,theft,commit,1,keep,5,Crimes you commit - perfect verb-noun association.
purple,anagram,ates,east,sate,seta,anagram,0,reject,2,'Ates' and 'seta' are too obscure/technical for a fair puzzle.
purple,compound_suffix,drive,hatch,park,water,way,1,keep,4,"Forms natural compounds: driveway, hatchway, parkway, waterway."
purple,verb_noun_association,birdie,bogey,par,fairway,putt,0,reject,2,Golf terms don't strongly suggest 'putt' - 'play' or 'score' would be more natural.
purple,compound_suffix,case,fire,frame,house,work,1,keep,4,"Forms natural compounds: casework, firework, framework, housework."
purple,anagram,caret,cater,recta,trace,anagram,0,reject,2,'Recta' is too obscure/technical for a fair puzzle.
purple,compound_suffix,broad,country,curb,dock,side,1,keep,4,"Forms natural compounds: broadside, countryside, curbside, dockside."
purple,anagram,dale,deal,lade,lead,anagram,1,keep,5,"Clean anagram set of common words: dale, deal, lade, lead."
purple,compound_suffix,bed,day,lunch,summer,time,1,keep,5,"Excellent compound_suffix group: bedtime, daytime, lunchtime, summertime are all natural, common compounds."
purple,compound_suffix,buck,card,cup,spring,board,1,keep,4,"Good compound_suffix group: buckboard, cardboard, cupboard, springboard are all recognizable compounds."
purple,compound_suffix,air,gate,half,sub,way,1,keep,4,"Good compound_suffix group: airway, gateway, halfway, subway are all natural compounds."
purple,anagram,result,rustle,sutler,ulster,anagram,0,reject,2,Weak anagram group: sutler and ulster are obscure/archaic words that most players wouldn't recognize.
purple,verb_noun_association,dirt,sand,soil,mud,dig,1,keep,4,"Good verb_noun_association: dirt, sand, soil, mud all strongly suggest digging."
purple,anagram,aril,liar,lira,rail,anagram,0,reject,2,"Weak anagram group: aril is too obscure for most players, and lira is foreign currency."
purple,compound_prefix,arm,cast,finger,see,fore,1,keep,5,"Excellent compound_prefix group: forearm, forecast, forefinger, foresee are all common compounds."
purple,verb_noun_association,harvest,corn,wheat,rice,reap,1,keep,4,"Good verb_noun_association: harvest, corn, wheat, rice all strongly connect to reaping."
purple,anagram,evil,live,veil,vile,anagram,1,keep,5,"Excellent anagram group: evil, live, veil, vile are all common words with clean anagram relationship."
purple,compound_prefix,line,mail,port,strip,air,1,keep,5,"Excellent compound_prefix group: airline, airmail, airport, airstrip are all natural compounds."
purple,verb_noun_association,marrow,kidney,transplant,liver,donate,1,keep,4,"Good verb_noun_association: marrow, kidney, transplant, liver all relate to organ donation."
purple,compound_suffix,door,fair,gate,mid,way,1,keep,4,"Good compound_suffix group: doorway, fairway, gateway, midway are all recognizable compounds."
purple,compound_prefix,craft,plane,strip,way,air,1,keep,5,"Excellent compound_prefix group: aircraft, airplane, airstrip, airway are all natural compounds."
purple,anagram,east,eats,seat,seta,anagram,0,reject,2,Weak anagram group: seta is too obscure/technical for most players to recognize.
purple,verb_noun_association,commitment,faith,determination,belief,reaffirm,0,reject,2,Weak verb_noun_association: reaffirm is not the most natural verb for these abstract concepts.
purple,verb_noun_association,platoon,infantry,artillery,battalion,overrun,0,reject,2,Weak verb_noun_association: overrun is not the most obvious verb for these military units.
purple,verb_noun_association,offspring,mating,breeding,nest,reproduce,1,keep,4,"Good verb_noun_association: offspring, mating, breeding, nest all strongly relate to reproduction."
purple,verb_noun_association,cavalry,infantry,battalion,artillery,advance,0,reject,2,Weak verb_noun_association: advance is not the most natural verb for these military units.
purple,anagram,slate,stale,steal,tales,anagram,1,keep,5,"Excellent anagram group: slate, stale, steal, tales are all common words with clean anagram relationship."
purple,compound_prefix,child,daughter,mother,son,grand,1,keep,5,"Excellent compound_prefix group: grandchild, granddaughter, grandmother, grandson are all natural compounds."
purple,compound_prefix,head,runner,see,sight,fore,1,keep,4,"Good compound_prefix group: forehead, forerunner, foresee, foresight are all recognizable compounds."
purple,anagram,latrine,ratline,reliant,trenail,anagram,0,reject,1,"Bad anagram group: latrine, ratline, trenail are all obscure/archaic words most players wouldn't know."
purple,anagram,latrine,ratline,reliant,retinal,anagram,0,reject,2,Weak anagram group: latrine and ratline are too obscure for most players.
purple,compound_prefix,finger,ground,head,sight,fore,1,keep,5,"Excellent compound_prefix group: forefinger, foreground, forehead, foresight are all natural compounds."
purple,compound_prefix,field,line,mail,way,air,1,keep,5,"Excellent compound_prefix group: airfield, airline, airmail, airway are all common compounds."
